a,b,m1a_probe_cv_auc,m1b_energy,m1b_energy_scalefree,m2_confusion_rate,m2_separability,same_base,adjacent_version,same_family,same_org,same_arch,same_tokenizer,near_relative,structurally_related,relation_inferred
microsoft/Phi-3-medium-128k-instruct,mistralai/Mistral-7B-Instruct-v0.3,1.0,63.93573635455435,2.408217638094105,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-medium-128k-instruct,mistralai/Mixtral-8x7B-Instruct-v0.1,1.0,60.93135195051115,2.219379918520283,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-medium-128k-instruct,nvidia/Llama3-ChatQA-1.5-8B,1.0,70.20539495693141,2.490729021750741,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-medium-128k-instruct,openchat/openchat-3.6-8b-20240522,1.0,72.45950248564198,2.565068248922194,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-medium-128k-instruct,openchat/openchat_3.5,1.0,70.10130977344019,2.682771128661402,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-medium-128k-instruct,tiiuae/Falcon3-10B-Instruct,1.0,48.75877160991896,1.7217507694852523,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-medium-128k-instruct,tiiuae/Falcon3-7B-Instruct,1.0,60.305999911697285,2.2537748285055734,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-medium-128k-instruct,togethercomputer/Llama-2-7B-32K-Instruct,1.0,84.93810843604815,3.455912852933765,0.0,1.0,False,False,False,False,False,True,False,False,False
microsoft/Phi-3-medium-128k-instruct,upstage/SOLAR-10.7B-Instruct-v1.0,1.0,80.57012935463285,3.3441737933586078,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-medium-128k-instruct,utter-project/EuroLLM-1.7B-Instruct,1.0,84.64287000776095,3.398432247969214,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-medium-4k-instruct,microsoft/Phi-3-mini-4k-instruct,1.0,56.80524192570786,2.068704315259677,0.0,1.0,False,True,True,True,True,True,True,True,False
microsoft/Phi-3-medium-4k-instruct,microsoft/Phi-3.5-mini-instruct,1.0,65.62133272017446,2.5751544578620127,0.0,1.0,False,True,True,True,True,True,True,True,False
microsoft/Phi-3-medium-4k-instruct,mistralai/Mistral-7B-Instruct-v0.1,1.0,66.26053760419,2.4463842199340853,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-medium-4k-instruct,mistralai/Mistral-7B-Instruct-v0.2,1.0,71.94763831961112,2.572052930108432,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-medium-4k-instruct,mistralai/Mistral-7B-Instruct-v0.3,1.0,60.28117202447321,2.270266281798929,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-medium-4k-instruct,mistralai/Mixtral-8x7B-Instruct-v0.1,1.0,66.4310447432614,2.4193953847012213,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-medium-4k-instruct,nvidia/Llama3-ChatQA-1.5-8B,1.0,68.61902529044202,2.4341475355492546,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-medium-4k-instruct,openchat/openchat-3.6-8b-20240522,1.0,69.82131768995237,2.471371840659897,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-medium-4k-instruct,openchat/openchat_3.5,1.0,72.87750931870585,2.788644480839955,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-medium-4k-instruct,tiiuae/Falcon3-10B-Instruct,1.0,58.0895225724959,2.0509824625538657,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-medium-4k-instruct,tiiuae/Falcon3-7B-Instruct,1.0,64.66257761712777,2.4162758227891747,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-medium-4k-instruct,togethercomputer/Llama-2-7B-32K-Instruct,1.0,83.6345324963334,3.402391723496191,0.0,1.0,False,False,False,False,False,True,False,False,False
microsoft/Phi-3-medium-4k-instruct,upstage/SOLAR-10.7B-Instruct-v1.0,1.0,83.39300252951726,3.460840888667762,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-medium-4k-instruct,utter-project/EuroLLM-1.7B-Instruct,1.0,77.83303387090398,3.124578852733534,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-mini-128k-instruct,microsoft/Phi-3.5-MoE-instruct,1.0,48.98527409143391,1.698877907218924,0.007352941176470588,0.9926470588235294,False,True,True,True,False,True,True,True,False
microsoft/Phi-3-mini-128k-instruct,microsoft/Phi-3.5-mini-instruct,1.0,59.28330561846953,2.044108994924594,0.022058823529411766,0.9779411764705882,False,True,True,True,True,True,True,True,False
microsoft/Phi-3-mini-128k-instruct,mistralai/Mistral-7B-Instruct-v0.1,1.0,48.11783184984995,1.572240077050195,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-mini-128k-instruct,mistralai/Mistral-7B-Instruct-v0.2,1.0,47.5089328057827,1.5085846093641635,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-mini-128k-instruct,mistralai/Mistral-7B-Instruct-v0.3,1.0,47.88341658721701,1.5922917942508812,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-mini-128k-instruct,mistralai/Mixtral-8x7B-Instruct-v0.1,1.0,39.56909878789701,1.2773600213850007,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-mini-128k-instruct,nvidia/Llama3-ChatQA-1.5-8B,1.0,50.5413349007768,1.5938756386681185,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-mini-128k-instruct,openchat/openchat-3.6-8b-20240522,1.0,50.44250491459702,1.5876605917540334,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-mini-128k-instruct,openchat/openchat_3.5,1.0,52.5073210942782,1.7707127921729893,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-mini-128k-instruct,tiiuae/Falcon3-10B-Instruct,1.0,41.6892730430583,1.309240974589994,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-mini-128k-instruct,tiiuae/Falcon3-7B-Instruct,1.0,51.66950896117996,1.7063455586579024,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-mini-128k-instruct,togethercomputer/Llama-2-7B-32K-Instruct,1.0,65.52314928838838,2.3317312438781372,0.0,1.0,False,False,False,False,False,True,False,False,False
microsoft/Phi-3-mini-128k-instruct,upstage/SOLAR-10.7B-Instruct-v1.0,1.0,58.26245873896177,2.109757676839069,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-mini-128k-instruct,utter-project/EuroLLM-1.7B-Instruct,1.0,62.9478919703549,2.214177363969319,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-mini-4k-instruct,microsoft/Phi-3.5-MoE-instruct,1.0,45.9999816401411,1.6175567428178381,0.0,1.0,False,True,True,True,False,True,True,True,False
microsoft/Phi-3-mini-4k-instruct,microsoft/Phi-3.5-mini-instruct,1.0,59.800794472899,2.090493288233091,0.0,1.0,False,True,True,True,True,True,True,True,False
microsoft/Phi-3-mini-4k-instruct,mistralai/Mistral-7B-Instruct-v0.1,1.0,48.635298048838635,1.6099778748532998,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-mini-4k-instruct,mistralai/Mistral-7B-Instruct-v0.2,1.0,56.30532721567371,1.8106685539040825,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-mini-4k-instruct,mistralai/Mistral-7B-Instruct-v0.3,1.0,55.94192817364744,1.8850865997749864,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-mini-4k-instruct,mistralai/Mixtral-8x7B-Instruct-v0.1,1.0,51.51839520951339,1.684637768182577,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-mini-4k-instruct,nvidia/Llama3-ChatQA-1.5-8B,1.0,48.26847299873768,1.5414465181536605,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-mini-4k-instruct,openchat/openchat-3.6-8b-20240522,1.0,52.379014625876735,1.6694169741679503,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-mini-4k-instruct,openchat/openchat_3.5,1.0,52.871128850072495,1.8071118860596782,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-mini-4k-instruct,tiiuae/Falcon3-10B-Instruct,1.0,47.29928080130144,1.5041256263972347,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-mini-4k-instruct,tiiuae/Falcon3-7B-Instruct,1.0,53.85516807646853,1.802089820344798,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-mini-4k-instruct,togethercomputer/Llama-2-7B-32K-Instruct,1.0,70.04381789605318,2.5282300920256726,0.0,1.0,False,False,False,False,False,True,False,False,False
microsoft/Phi-3-mini-4k-instruct,upstage/SOLAR-10.7B-Instruct-v1.0,1.0,62.78672174494356,2.3066603004256736,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-mini-4k-instruct,utter-project/EuroLLM-1.7B-Instruct,1.0,60.75961251965168,2.1673920769635524,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3.5-MoE-instruct,microsoft/Phi-3.5-mini-instruct,1.0,49.231806965679,1.8605358229997593,0.007352941176470588,0.9926470588235294,False,True,True,True,False,True,True,True,False
microsoft/Phi-3.5-MoE-instruct,mistralai/Mistral-7B-Instruct-v0.1,1.0,58.594640712291394,2.087915972525533,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3.5-MoE-instruct,mistralai/Mistral-7B-Instruct-v0.2,1.0,63.49555914068335,2.1931735961227448,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3.5-MoE-instruct,mistralai/Mistral-7B-Instruct-v0.3,1.0,59.507105968078605,2.1614523937387595,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3.5-MoE-instruct,mistralai/Mixtral-8x7B-Instruct-v0.1,1.0,56.939987375008236,2.0023689620838026,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3.5-MoE-instruct,nvidia/Llama3-ChatQA-1.5-8B,1.0,57.812261717428214,1.9819915318888381,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3.5-MoE-instruct,openchat/openchat-3.6-8b-20240522,1.0,51.34510254041956,1.756549836666281,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3.5-MoE-instruct,openchat/openchat_3.5,1.0,55.24829722276952,2.0377595829622375,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3.5-MoE-instruct,tiiuae/Falcon3-10B-Instruct,1.0,55.98477297066305,1.910652775851336,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3.5-MoE-instruct,tiiuae/Falcon3-7B-Instruct,1.0,60.60514863649128,2.184767398347554,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3.5-MoE-instruct,togethercomputer/Llama-2-7B-32K-Instruct,1.0,71.82881461854126,2.8102362509712697,0.0,1.0,False,False,False,False,False,True,False,False,False
microsoft/Phi-3.5-MoE-instruct,upstage/SOLAR-10.7B-Instruct-v1.0,1.0,70.40801452482928,2.8079221816608797,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3.5-MoE-instruct,utter-project/EuroLLM-1.7B-Instruct,1.0,64.17563953776302,2.4789213170993185,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3.5-mini-instruct,mistralai/Mistral-7B-Instruct-v0.1,1.0,63.633082800965354,2.2539485839646485,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3.5-mini-instruct,mistralai/Mistral-7B-Instruct-v0.2,1.0,60.537533438884445,2.0789287856642584,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3.5-mini-instruct,mistralai/Mistral-7B-Instruct-v0.3,1.0,53.41672569664783,1.9284571584887524,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3.5-mini-instruct,mistralai/Mixtral-8x7B-Instruct-v0.1,1.0,62.264908408615476,2.176756768023577,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3.5-mini-instruct,nvidia/Llama3-ChatQA-1.5-8B,1.0,68.15085340555596,2.323041934696312,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3.5-mini-instruct,openchat/openchat-3.6-8b-20240522,1.0,52.5873447441725,1.7887591940145924,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3.5-mini-instruct,openchat/openchat_3.5,1.0,64.04365213760113,2.347606516004895,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3.5-mini-instruct,tiiuae/Falcon3-10B-Instruct,1.0,61.44031823375712,2.0848772273638785,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3.5-mini-instruct,tiiuae/Falcon3-7B-Instruct,1.0,67.19868360706107,2.407865252660683,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3.5-mini-instruct,togethercomputer/Llama-2-7B-32K-Instruct,1.0,74.58203639159683,2.8988850097614485,0.0,1.0,False,False,False,False,False,True,False,False,False
microsoft/Phi-3.5-mini-instruct,upstage/SOLAR-10.7B-Instruct-v1.0,1.0,72.57275052830632,2.874976433840426,0.0,1.0,False,False,False,False,False,False,False,False,False
microsoft/Phi-3.5-mini-instruct,utter-project/EuroLLM-1.7B-Instruct,1.0,64.61357006789939,2.4797331228775388,0.0,1.0,False,False,False,False,False,False,False,False,False
mistralai/Mistral-7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.2,1.0,44.43605661945947,1.4463832793729394,0.0,1.0,False,True,True,True,True,True,True,True,False
mistralai/Mistral-7B-Instruct-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,1.0,46.20771133652456,1.5296997612074232,0.007352941176470588,0.9926470588235294,False,False,False,True,False,True,False,False,False
mistralai/Mistral-7B-Instruct-v0.1,nvidia/Llama3-ChatQA-1.5-8B,1.0,51.28854220070406,1.657703866874244,0.0,1.0,False,False,False,False,False,False,False,False,False
mistralai/Mistral-7B-Instruct-v0.1,openchat/openchat-3.6-8b-20240522,1.0,52.598536491123184,1.6966509120018243,0.0,1.0,False,False,False,False,False,False,False,False,False
mistralai/Mistral-7B-Instruct-v0.1,openchat/openchat_3.5,1.0,49.1879738890469,1.7030072383623744,0.0,1.0,True,False,True,False,True,True,True,True,False
mistralai/Mistral-7B-Instruct-v0.1,tiiuae/Falcon3-10B-Instruct,1.0,48.440477689149354,1.5589691895780406,0.0,1.0,False,False,False,False,False,False,False,False,False
mistralai/Mistral-7B-Instruct-v0.1,tiiuae/Falcon3-7B-Instruct,1.0,58.04157754775396,1.9668045260641032,0.0,1.0,False,False,False,False,False,False,False,False,False
mistralai/Mistral-7B-Instruct-v0.1,togethercomputer/Llama-2-7B-32K-Instruct,1.0,60.90153561002475,2.228340711251139,0.0,1.0,False,False,False,False,False,False,False,False,False
mistralai/Mistral-7B-Instruct-v0.1,upstage/SOLAR-10.7B-Instruct-v1.0,1.0,73.05119547983045,2.721170073895276,0.0,1.0,True,False,True,False,False,True,True,True,True
mistralai/Mistral-7B-Instruct-v0.1,utter-project/EuroLLM-1.7B-Instruct,1.0,56.48571543714655,2.042198414596187,0.014705882352941176,0.9852941176470589,False,False,False,False,False,False,False,False,False
mistralai/Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.3,1.0,32.778850145534676,1.0857676024310459,0.014705882352941176,0.9852941176470589,False,True,True,True,True,True,True,True,False
mistralai/Mistral-7B-Instruct-v0.2,mistralai/Mixtral-8x7B-Instruct-v0.1,1.0,32.75751003205072,1.0534722522333932,0.022058823529411766,0.9779411764705882,False,False,False,True,False,True,False,False,False
mistralai/Mistral-7B-Instruct-v0.2,nvidia/Llama3-ChatQA-1.5-8B,1.0,53.87609308499347,1.6927655155899777,0.0,1.0,False,False,False,False,False,False,False,False,False
mistralai/Mistral-7B-Instruct-v0.2,openchat/openchat-3.6-8b-20240522,1.0,49.94222179941171,1.566119826067848,0.0,1.0,False,False,False,False,False,False,False,False,False
mistralai/Mistral-7B-Instruct-v0.2,openchat/openchat_3.5,1.0,59.90862700533678,2.0123308495289507,0.0,1.0,False,True,True,False,True,True,True,True,False
mistralai/Mistral-7B-Instruct-v0.2,tiiuae/Falcon3-10B-Instruct,1.0,48.61163453297693,1.5210208073154796,0.0,1.0,False,False,False,False,False,False,False,False,False
mistralai/Mistral-7B-Instruct-v0.2,tiiuae/Falcon3-7B-Instruct,1.0,59.255488104853455,1.9492993139799137,0.0,1.0,False,False,False,False,False,False,False,False,False
mistralai/Mistral-7B-Instruct-v0.2,togethercomputer/Llama-2-7B-32K-Instruct,1.0,53.05990520484714,1.8803436086808383,0.0,1.0,False,False,False,False,False,False,False,False,False
mistralai/Mistral-7B-Instruct-v0.2,upstage/SOLAR-10.7B-Instruct-v1.0,1.0,71.01252483947661,2.5605541978298985,0.0,1.0,False,True,True,False,False,True,True,True,False
mistralai/Mistral-7B-Instruct-v0.2,utter-project/EuroLLM-1.7B-Instruct,1.0,62.36840036666679,2.184760157371776,0.0,1.0,False,False,False,False,False,False,False,False,False
mistralai/Mistral-7B-Instruct-v0.3,nvidia/Llama3-ChatQA-1.5-8B,1.0,58.69136024869732,1.9301996721925545,0.0,1.0,False,False,False,False,False,False,False,False,False
mistralai/Mistral-7B-Instruct-v0.3,openchat/openchat-3.6-8b-20240522,1.0,51.25484122784968,1.6822092215521056,0.0,1.0,False,False,False,False,False,False,False,False,False
mistralai/Mistral-7B-Instruct-v0.3,openchat/openchat_3.5,1.0,58.051841010503765,2.047656062303453,0.0,1.0,False,True,True,False,True,True,True,True,False
mistralai/Mistral-7B-Instruct-v0.3,tiiuae/Falcon3-10B-Instruct,1.0,50.12276823345321,1.6412440505774202,0.0,1.0,False,False,False,False,False,False,False,False,False
mistralai/Mistral-7B-Instruct-v0.3,tiiuae/Falcon3-7B-Instruct,1.0,56.884665469795266,1.9630310609967128,0.0,1.0,False,False,False,False,False,False,False,False,False
mistralai/Mistral-7B-Instruct-v0.3,togethercomputer/Llama-2-7B-32K-Instruct,1.0,61.419890137769656,2.2919734770261257,0.0,1.0,False,False,False,False,False,False,False,False,False
mistralai/Mistral-7B-Instruct-v0.3,upstage/SOLAR-10.7B-Instruct-v1.0,1.0,72.76450964759147,2.765356449309621,0.0,1.0,False,True,True,False,False,True,True,True,False
mistralai/Mistral-7B-Instruct-v0.3,utter-project/EuroLLM-1.7B-Instruct,1.0,62.023107508754265,2.286427397909252,0.0,1.0,False,False,False,False,False,False,False,False,False
mistralai/Mixtral-8x7B-Instruct-v0.1,nvidia/Llama3-ChatQA-1.5-8B,1.0,51.93307262941906,1.6585612240218026,0.0,1.0,False,False,False,False,False,False,False,False,False
mistralai/Mixtral-8x7B-Instruct-v0.1,openchat/openchat-3.6-8b-20240522,1.0,48.941306172227925,1.559931759559236,0.0,1.0,False,False,False,False,False,False,False,False,False
mistralai/Mixtral-8x7B-Instruct-v0.1,openchat/openchat_3.5,1.0,52.40805173612374,1.7913838320400461,0.0,1.0,False,False,False,False,False,True,False,False,False
mistralai/Mixtral-8x7B-Instruct-v0.1,tiiuae/Falcon3-10B-Instruct,1.0,46.08280498400996,1.4655173761459377,0.0,1.0,False,False,False,False,False,False,False,False,False
mistralai/Mixtral-8x7B-Instruct-v0.1,tiiuae/Falcon3-7B-Instruct,1.0,54.681770711170216,1.829849136175956,0.0,1.0,False,False,False,False,False,False,False,False,False
mistralai/Mixtral-8x7B-Instruct-v0.1,togethercomputer/Llama-2-7B-32K-Instruct,1.0,57.70777033414258,2.0830831753718453,0.0,1.0,False,False,False,False,False,False,False,False,False
mistralai/Mixtral-8x7B-Instruct-v0.1,upstage/SOLAR-10.7B-Instruct-v1.0,1.0,63.18388046194079,2.321390021433124,0.0,1.0,False,False,False,False,False,True,False,False,False
